timesteps,AUT,BEL,BGR,HRV,CYP,CZE,DNK,EST,FIN,FRA,DEU,GRC,HUN,IRL,ITA,LVA,LTU,LUX,NLD,POL,PRT,ROU,SVK,SVN,ESP,SWE,GBR,ALB,BIH,MKD,MNE,NOR,SRB,CHE
2016-06-25 13:00:00,0.3114929304431413,0.39885153195347745,0.4905759853214805,0.29945533896759896,0.4127360652905315,0.3323750813999143,0.24588661584160496,0.5026119534481095,0.34549445444764415,0.5444660487851859,0.2825959765911963,0.3876589037160007,0.4367560885234245,0.4960951237153285,0.4708076078729551,0.5115705231858405,0.46889543145764584,0.21873368896341305,0.4086319053129736,0.3307662138802061,0.6975991821329184,0.4699088834155526,0.4761279622696956,0.2535347089840869,0.6387145630647648,0.45238981480208507,0.43351081419630283,0.45580943056548573,0.25956702574679474,0.48688574199162776,0.49591278245477916,0.39956962550779995,0.4855726360395249,0.3602160713759122
2016-06-25 14:00:00,0.22673027603331625,0.34402104287246327,0.35781844450793965,0.22083694485558247,0.2570196405824684,0.26466833279168783,0.19472951313967823,0.38372539632559727,0.2768832618459161,0.48445219553900715,0.22084655787161417,0.27871516569840177,0.33260869315318414,0.4446901749732017,0.3809054604494236,0.3858387439608376,0.336023334718216,0.2198087527733219,0.3379465276445504,0.2542066705242968,0.6381516663590155,0.3441487913148532,0.3737554987039333,0.19411178210222554,0.5698560005903901,0.36647179447575073,0.3903512319091629,0.32028084095025794,0.18823049799067512,0.3501520546697117,0.3760191575620192,0.3243566533235915,0.3670581858141485,0.2972165157586055
2016-06-25 15:00:00,0.14991119682056356,0.29841998509938367,0.2003282685963013,0.1510663505506677,0.09954578455774421,0.1825492792501624,0.1368560988883192,0.24617255880825997,0.20926957302501603,0.3844763202450034,0.15910809741349363,0.16179558483893433,0.21967984078190692,0.3876474686669568,0.27571122122968494,0.2390421902158429,0.20848657217304467,0.21613903903545822,0.25493363557179666,0.17639328760137907,0.5394448365955357,0.20024195861296956,0.2490503896866274,0.13375088303406668,0.46360989428682653,0.27192304317918997,0.32763330853957867,0.18994234917741595,0.1280784362045905,0.2020753191986442,0.24055930185646937,0.2412097418720508,0.2286788580936364,0.21389713544444072
2016-06-25 16:00:00,0.08593309377503969,0.21627874429711053,0.06411670953564179,0.0865341646856786,0.016006324626496697,0.10524215803540318,0.08598175212886952,0.1143286051963181,0.13045569159016382,0.2599319288652078,0.10319728038074688,0.05855675277006216,0.11171345880816255,0.2863859713240851,0.15730025776082776,0.10608778005184376,0.10598433026107508,0.1958121619082506,0.18545217494633368,0.10223335605199606,0.40354749271622214,0.07727014566435488,0.12657285980156338,0.08183649853317936,0.33211984057553223,0.17724597083384433,0.24172403616081153,0.08062002146128804,0.06942572625237749,0.07599521848820176,0.11274983273900625,0.1568855515990568,0.10197188914467842,0.1413847390728696
2016-06-25 17:00:00,0.03257819324312136,0.13351435288928032,0.01048574808756544,0.03136450638486171,0.0,0.04170556529517038,0.04022990560768044,0.043669596166028224,0.06758991730988859,0.133677114125546,0.05162457043956837,0.006612473760985506,0.03679314550393599,0.18616747780333656,0.054460196780931794,0.041350450317152815,0.042544230129445755,0.12389938584123175,0.1041370606945265,0.04252508577229889,0.23872883483531238,0.017894299758163094,0.04355329154360325,0.03220142688365139,0.1796930462109306,0.09159153460663574,0.16251963687735854,0.01747339557954042,0.02285839819048419,0.015064316579982667,0.029712698037324646,0.08722443221046997,0.02720134729247623,0.0718341646512231
2016-06-25 18:00:00,0.002521778730323514,0.04951377237541035,0.0,0.0,0.0,0.005254052209230484,0.012772222678665141,0.014450152475452362,0.03496882450889919,0.04454956054594592,0.015127638187133887,0.0,0.0,0.09837309957886958,0.0072521237897385776,0.008810518120372778,0.0060935229892679285,0.046441756184424074,0.04292345101843147,0.005581758623786659,0.0778450220222182,0.0,0.0023131007259558542,0.0016531781090845991,0.052142461861631156,0.044570351367733595,0.08749948562750555,0.0,0.0,0.0,0.0,0.04439602865487655,0.0,0.017335978413019565
2016-06-25 19:00:00,0.0,0.005821828016882514,0.0,0.0,0.0,0.0,0.0,0.0,0.010994876819313156,0.0037221580931171365,0.0,0.0,0.0,0.038236686205725755,0.0,0.0,0.0,0.002391262035016417,0.005361542543273956,0.0,0.012707696138566357,0.0,0.0,0.0,0.004391154582011005,0.01641707582750429,0.032154745991223456,0.0,0.0,0.0,0.0,0.019171896180106684,0.0,0.0
2016-06-25 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002733124467630326,0.0,0.0,0.0,0.0,0.0031310936529503437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032253292088888145,0.0028605321789469994,0.0,0.0,0.0,0.0,0.005143458519343762,0.0,0.0
2016-06-25 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013569630129453786,0.0,0.0
2016-06-25 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
