timesteps,AUT,BEL,BGR,HRV,CYP,CZE,DNK,EST,FIN,FRA,DEU,GRC,HUN,IRL,ITA,LVA,LTU,LUX,NLD,POL,PRT,ROU,SVK,SVN,ESP,SWE,GBR,ALB,BIH,MKD,MNE,NOR,SRB,CHE
2016-04-18 10:00:00,0.3650900191037831,0.5597839566735612,0.56585479835065,0.33751264550058996,0.6625249930409272,0.4405166219362315,0.34435163678737357,0.37424413276735213,0.2663455690175509,0.5369323795736115,0.5143022330072303,0.6251922446840793,0.2910259143791381,0.326394549794305,0.4747604548257181,0.4509398823326263,0.5147232659549689,0.5554498476721725,0.5240145997461558,0.4852035957423853,0.3869091295854667,0.46664618143685743,0.3639159525203464,0.25965130157009647,0.5734275306141717,0.392395473972623,0.422012428685933,0.5643018715217633,0.538366218422149,0.4919697652583887,0.5434083767398247,0.34412391229306877,0.5203480284371158,0.404629310207777
2016-04-18 11:00:00,0.37725506071468157,0.577801379171752,0.5435521034748064,0.2772007265725578,0.612603713759471,0.47865926789418856,0.31644670798892877,0.39123085087620063,0.25286587469446764,0.5599926397080686,0.5145416986000871,0.6013934159073901,0.2663537248244439,0.3526526486543643,0.48104681977510694,0.4627226249893499,0.49374708498361297,0.5827899836471673,0.5417965292210141,0.4698016533284204,0.47834162316955897,0.4444785095391337,0.3244631103743659,0.28255424245101884,0.6097858426520916,0.36660768362933405,0.44969938580953184,0.5430665889602696,0.4997766618095151,0.5044662647873954,0.5462448595432671,0.3427349360291219,0.524196077731428,0.40426773336496935
2016-04-18 12:00:00,0.3580911719549964,0.5630193377638337,0.48652406468397824,0.24344549090162834,0.5223925913943668,0.4831645735422486,0.2711451437288074,0.37130724714636076,0.22372391340880457,0.5551142642649174,0.4850742944159887,0.5374370260575658,0.22046135053566102,0.38900899042167053,0.4488408709991946,0.4145544565254918,0.4312335115434468,0.5747463397783106,0.5284950111668042,0.4324416062437837,0.5314761170957333,0.3861809461146994,0.28672610762474027,0.31554203520065555,0.6118142373067064,0.3152178311273672,0.4504607321529677,0.5154796607302443,0.3490705619307323,0.48434115726936966,0.511180056381083,0.3153550662578288,0.49712084188072697,0.3655943234479345
2016-04-18 13:00:00,0.3029331285821433,0.5167266146298986,0.39874774539945235,0.18975448912859652,0.40219475660995724,0.43060337490297595,0.2517866958610378,0.32975233433196327,0.18325591464406316,0.5204080016635261,0.4272510313110077,0.4432506924661127,0.17314719595637887,0.3832075749398159,0.40296084634801194,0.3406113315770904,0.3498391497241804,0.5339440066160556,0.4881496095737339,0.3719978953410414,0.48528472677782575,0.31091424559281716,0.22797537782514435,0.28874481832831034,0.5757253430979911,0.2532009082065803,0.43066705175315584,0.4436676541911686,0.20147844439211338,0.4289904331846488,0.38817564771972757,0.27118514303459923,0.40587057754065436,0.31460033482862804
2016-04-18 14:00:00,0.21986380102473235,0.4434265768923504,0.292280146193536,0.14073797178614866,0.26058807024628683,0.3386882009929159,0.17799163027473328,0.26653213548683535,0.13221818581109804,0.4537731194250896,0.3450798040322821,0.3265052361557859,0.12582646496615307,0.35708022866626316,0.32450859502533586,0.24176733014663818,0.2544546037169514,0.46122717132167235,0.4162187758196328,0.2890970214178723,0.3756454150707718,0.22866934491649635,0.16819178565618073,0.215681859792501,0.49820336446847124,0.18336997982512562,0.37507931316819193,0.32995916330046254,0.12807870651961656,0.33271864302202625,0.25871841470091617,0.21283106032905935,0.23029600531726915,0.235547597325844
2016-04-18 15:00:00,0.13080442457940789,0.34518450537860446,0.17029342893478583,0.0912396137939361,0.10529654706413659,0.22849641810059754,0.13855020464653875,0.17031701450062195,0.08112993750407319,0.36184036813552395,0.24875359516995144,0.19846394443445597,0.07758790608579721,0.30875954286934665,0.2174836899483442,0.140471710753794,0.15209004838690185,0.36122489262194235,0.3156959228654464,0.18687053057251468,0.2571663007335073,0.12528103887313408,0.10466006102929161,0.1549926844176203,0.38715713396005297,0.11759959919677967,0.3041820676167703,0.1820245076181575,0.06989201526802734,0.2013251137118641,0.11491793058697929,0.14738728774932167,0.09613595768238713,0.14160231116008284
2016-04-18 16:00:00,0.05334705461064979,0.2264082736485102,0.0418744341198177,0.037151989881217824,0.0,0.10959006868366539,0.10655270190996532,0.07033147848470649,0.03781708839742378,0.2515217637239209,0.142403571013056,0.060511838736357265,0.03131469105030228,0.2149474149305344,0.10461627829662423,0.05270249730292326,0.06117790467261717,0.23936876417226166,0.20060567475362065,0.08015102781525783,0.15491817874848443,0.027228051271271436,0.04591177620029915,0.0798059271391711,0.2567067858878962,0.0652310194321874,0.21659367306603763,0.04752458350674045,0.02300034714115777,0.057177238281735245,0.025542185576482353,0.08590837891579134,0.021834138165419088,0.06033870197457253
2016-04-18 17:00:00,0.004816355064034596,0.08783818888032346,0.0,0.0018040988370919082,0.0,0.01841908934478949,0.04595434430722205,0.002844573351391855,0.004657816839539921,0.12579080099087983,0.04441524377001809,0.0,0.0,0.12413998450550474,0.021206061487587816,0.0018342690143195557,0.002098496873534861,0.10445930116041297,0.07686964297234582,0.008731265257591159,0.07514279905807016,0.0,0.002726395624951511,0.010059342249737237,0.12468631346022092,0.01871274130620898,0.11780139435758222,0.0,0.0,0.0,0.0,0.03213795943012388,0.0,0.012500320366294965
2016-04-18 18:00:00,0.0,0.004464782317279864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01653819414672865,0.0,0.0,0.0,0.042662044124200535,0.0,0.0,0.0,0.003131208087766483,0.0031286249393928703,0.0,0.017023601642028218,0.0,0.0,0.0,0.020538449119117393,0.0,0.03565893265505932,0.0,0.0,0.0,0.0,0.0016456514871943733,0.0,0.0
2016-04-18 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
